"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"DABUR","Dabur India Limited","Updates","Dabur India Limited has informed the Exchange regarding  the winner of Golden Peacock Award for Sustainability - 2025","26-Sep-2025 16:04:34","2025-09-26 16:04:34","26-Sep-2025 16:04:35","00:00:01","https://nsearchives.nseindia.com/corporate/DABURIN_26092025160229_Award.pdf"
"AUSOMENT","Ausom Enterprise Limited","Trading Window","Ausom Enterprise Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:04:31","2025-09-26 16:04:31","26-Sep-2025 16:04:31","00:00:00","https://nsearchives.nseindia.com/corporate/AUSOMENT_26092025160423_CLOSINGWINDOW.pdf"
"PILITA","PIL ITALICA LIFESTYLE LIMITED","Trading Window","PIL ITALICA LIFESTYLE LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:04:23","2025-09-26 16:04:23","26-Sep-2025 16:04:24","00:00:01","https://nsearchives.nseindia.com/corporate/PILITA_26092025160415_Covering.pdf"
"KOTAKBANK","Kotak Mahindra Bank Limited","Copy of Newspaper Publication","Kotak Mahindra Bank Limited has informed the Exchange about Newspaper Clipping - Special Window for Re-lodgement of Transfer Requests ofPhysical Shares of the Bank","26-Sep-2025 16:04:20","2025-09-26 16:04:20","26-Sep-2025 16:04:21","00:00:01","https://nsearchives.nseindia.com/corporate/Kotakmahindrabank_26092025155735_SEIntimationNewspaperpublicationrelodgementoftransferrequestsSep2625.pdf"
"GULFPETRO","GP Petroleums Limited","Shareholders meeting","GP Petroleums Limited has informed the Exchange regarding Proceedings of 42nd Annual General Meeting of GP Petroleums Limited held on September 26, 2025.","26-Sep-2025 16:04:14","2025-09-26 16:04:14","26-Sep-2025 16:04:14","00:00:00","https://nsearchives.nseindia.com/corporate/GULFPETRO_26092025155520_AGMProceedingsoutcome42NDFinal.pdf"
"LEMONTREE","Lemon Tree Hotels Limited","Appointment","Lemon Tree Hotels Limited has informed the Exchange regarding Appointment of  M/s DPV & Associates LLP as Secretarial Auditors of the Company for the first term of five 5 (Five) consecutive years commencing from April 01, 2025 to March 31, 2030.","26-Sep-2025 16:03:18","2025-09-26 16:03:18","26-Sep-2025 16:03:19","00:00:01","https://nsearchives.nseindia.com/corporate/LEMONTREE_26092025160243_Disclousre_Reg_30.pdf"
"UEL","Ujaas Energy Limited","Trading Window","Ujaas Energy Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:02:39","2025-09-26 16:02:39","26-Sep-2025 16:02:40","00:00:01","https://nsearchives.nseindia.com/corporate/UEL_26092025160228_TradingWindowClosure30092025.pdf"
"QPOWER","Quality Power Electrical Equipments Limited","Shareholders meeting","Quality Power Electrical Equipments Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 25, 2025","26-Sep-2025 16:02:18","2025-09-26 16:02:18","26-Sep-2025 16:02:18","00:00:00","https://nsearchives.nseindia.com/corporate/QPOWER1234_26092025155850_OutcomeofAGM25092025Sign.pdf"
"JHS","JHS Svendgaard Laboratories Limited","Trading Window","JHS Svendgaard Laboratories Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:01:38","2025-09-26 16:01:38","26-Sep-2025 16:01:39","00:00:01","https://nsearchives.nseindia.com/corporate/JHS_26092025160057_TradingWindowClosure.pdf"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","Trading Window","LG Balakrishnan & Bros Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:01:34","2025-09-26 16:01:34","26-Sep-2025 16:01:34","00:00:00","https://nsearchives.nseindia.com/corporate/LGBBROSLTD_26092025160053_LGBBOARDMEETINGINTIMATION31102025.pdf"
"IKS","Inventurus Knowledge Solutions Limited","Trading Window","Inventurus Knowledge Solutions Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:00:27","2025-09-26 16:00:27","26-Sep-2025 16:00:28","00:00:01","https://nsearchives.nseindia.com/corporate/ShubhamIKS_26092025160006_ClosureofTradingWindowSept2025.pdf"
"VAISHALI","Vaishali Pharma Limited","Trading Window","Vaishali Pharma Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:00:24","2025-09-26 16:00:24","26-Sep-2025 16:00:25","00:00:01","https://nsearchives.nseindia.com/corporate/VAISHALI_26092025160016_Closure_of_Trading_Window_September__2025.pdf"
"HCL-INSYS","HCL Infosystems Limited","Trading Window","HCL Infosystems Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 16:00:23","2025-09-26 16:00:23","26-Sep-2025 16:00:24","00:00:01","https://nsearchives.nseindia.com/corporate/HCL-INSYS1_26092025160012_Intimation_for_closure_of_trading_window_Sept_2025.pdf"
"SOMATEX","Soma Textiles & Industries Limited","Shareholders meeting","Soma Textiles & Industries Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 15:59:42","2025-09-26 15:59:42","26-Sep-2025 15:59:42","00:00:00","https://nsearchives.nseindia.com/corporate/SOMATEX_26092025155908_87th_AGM_PROCEEDINGS.pdf"
"JKPAPER","JK Paper Limited","Acquisition","JK Paper Limited has informed the Exchange about Acquisition update","26-Sep-2025 15:59:07","2025-09-26 15:59:07","26-Sep-2025 15:59:08","00:00:01","https://nsearchives.nseindia.com/corporate/JKPAPER_26092025155825_STX_Acquisition_Update_RWPL.pdf"
"AARTIIND","Aarti Industries Limited","Trading Window","Aarti Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:58:58","2025-09-26 15:58:58","26-Sep-2025 15:58:59","00:00:01","https://nsearchives.nseindia.com/corporate/AARTIIND_26092025155849_TradingWindowLetter.pdf"
"LEMONTREE","Lemon Tree Hotels Limited","Change in Director(s)","Lemon Tree Hotels Limited has informed the Exchange regarding Change in Director(s) of the company.","26-Sep-2025 15:58:48","2025-09-26 15:58:48","26-Sep-2025 15:58:49","00:00:01","https://nsearchives.nseindia.com/corporate/LEMONTREE_26092025155830_Disclousre_Reg_30.pdf"
"VALECHAENG","Valecha Engineering Limited","General Updates","Valecha Engineering Limited has informed the Exchange about Closure of Trading Window","26-Sep-2025 15:58:14","2025-09-26 15:58:14","26-Sep-2025 15:58:14","00:00:00","https://nsearchives.nseindia.com/corporate/VALECHAENG_26092025155804_Closur_of_Trading_Window.pdf"
"TRAVELFOOD","Travel Food Services Limited","Shareholders meeting","Travel Food Services Limited has submitted the Exchange a copy Result and Scrutinizer's report of Postal Ballot","26-Sep-2025 15:58:12","2025-09-26 15:58:12","26-Sep-2025 15:58:12","00:00:00","https://nsearchives.nseindia.com/corporate/TRAVELFOOD_26092025155627_TFSPostalBallotResultandReport26092025.pdf"
"GARFIBRES","Garware Technical Fibres Limited","Trading Window","Garware Technical Fibres Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:58:11","2025-09-26 15:58:11","26-Sep-2025 15:58:12","00:00:01","https://nsearchives.nseindia.com/corporate/GARFIBRES_26092025155708_ClosureOfTradingWindow260925signed.pdf"
"HMVL","Hindustan Media Ventures Limited","Trading Window","Hindustan Media Ventures Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:57:59","2025-09-26 15:57:59","26-Sep-2025 15:58:00","00:00:01","https://nsearchives.nseindia.com/corporate/HMVL_26092025155744_HMVLClosureofTradingWindow30092025.pdf"
"DIACABS","Diamond Power Infrastructure Limited","Shareholders meeting","Diamond Power Infrastructure Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 15:57:26","2025-09-26 15:57:26","26-Sep-2025 15:57:26","00:00:00","https://nsearchives.nseindia.com/corporate/DIACABS_26092025155248_OutcomeofAGM26092025.pdf"
"KANSAINER","Kansai Nerolac Paints Limited","Trading Window","Kansai Nerolac Paints Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:57:03","2025-09-26 15:57:03","26-Sep-2025 15:57:04","00:00:01","https://nsearchives.nseindia.com/corporate/KANSAINER_26092025155646_Seintimation-3_nov_BM_and_CTW_Signed.pdf"
"CENTUM","Centum Electronics Limited","Trading Window","Centum Electronics Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:56:47","2025-09-26 15:56:47","26-Sep-2025 15:56:48","00:00:01","https://nsearchives.nseindia.com/corporate/CENTUME_26092025155454_Intimation.pdf"
"KEYFINSERV","Keynote Financial Services Limited","Shareholders meeting","Keynote Financial Services Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 26, 2025","26-Sep-2025 15:56:47","2025-09-26 15:56:47","26-Sep-2025 15:56:47","00:00:00","https://nsearchives.nseindia.com/corporate/KEYFINSERV_26092025155526_ProceedingsofAnnualGeneralMeeting.pdf"
"AXISCADES","AXISCADES Technologies Limited","Trading Window","AXISCADES Technologies Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:56:41","2025-09-26 15:56:41","26-Sep-2025 15:56:43","00:00:02","https://nsearchives.nseindia.com/corporate/AXISCADES_26092025155629_TWC26092025.pdf"
"HIKAL","Hikal Limited","Updates","Hikal Limited has informed the Exchange regarding 'Disclosure under Regulation 30 of SEBI Listing Regulations'.","26-Sep-2025 15:54:51","2025-09-26 15:54:51","26-Sep-2025 15:54:53","00:00:02","https://nsearchives.nseindia.com/corporate/HIKAL_26092025155416_NSEUPLOAD.pdf"
"INDOUS","Indo Us Biotech Limited","Trading Window","Indo Us Biotech Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:54:32","2025-09-26 15:54:32","26-Sep-2025 15:54:33","00:00:01","https://nsearchives.nseindia.com/corporate/INDOUS_26092025155410_Closing_of_Trading_Window.pdf"
"SULA","Sula Vineyards Limited","Action(s) initiated or orders passed","Sula Vineyards Limited has informed the Exchange about Action(s) initiated or orders passed","26-Sep-2025 15:54:23","2025-09-26 15:54:23","26-Sep-2025 15:54:24","00:00:01","https://nsearchives.nseindia.com/corporate/SULA_26092025155403_SE_intimation_25092025_VAT_SVL.pdf"
"MMTC","MMTC Limited","Appointment","MMTC Limited has informed the Exchange regarding Appointment of  BLAK and Co as Secretarial Auditors of the company  for a period of Five consecutive years from the Financial Year 2025-26 to 2029-30.","26-Sep-2025 15:54:16","2025-09-26 15:54:16","26-Sep-2025 15:54:17","00:00:01","https://nsearchives.nseindia.com/corporate/ajaymisra_26092025155407_cover_letter_secretarial_auditorSD.pdf"
"VISESHINFO","Visesh Infotecnics Limited","Trading Window","Visesh Infotecnics Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:54:03","2025-09-26 15:54:03","26-Sep-2025 15:54:04","00:00:01","https://nsearchives.nseindia.com/corporate/VISESHINFO_26092025155353_tradingwindowclosure.pdf"
"EUROBOND","Euro Panel Products Limited","Trading Window","Euro Panel Products Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:53:55","2025-09-26 15:53:55","26-Sep-2025 15:53:56","00:00:01","https://nsearchives.nseindia.com/corporate/EUROPANEL_26092025155345_Trading_Window_Closure_-_F.pdf"
"JAMNAAUTO","Jamna Auto Industries Limited","Shareholders meeting","Jamna Auto Industries Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 25, 2025","26-Sep-2025 15:53:26","2025-09-26 15:53:26","26-Sep-2025 15:53:26","00:00:00","https://nsearchives.nseindia.com/corporate/JAMNAAUTO_26092025155259_Intimation_Srutinizerreport.pdf"
"DHARAN","DHARAN INFRA-EPC LIMITED","Trading Window","DHARAN INFRA-EPC LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:53:11","2025-09-26 15:53:11","26-Sep-2025 15:53:12","00:00:01","https://nsearchives.nseindia.com/corporate/KBCGLOBAL_26092025155257_tradingwindowclosure300925__1_.pdf"
"MOREPENLAB","Morepen Laboratories Limited","Trading Window","Morepen Laboratories Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:53:09","2025-09-26 15:53:09","26-Sep-2025 15:53:10","00:00:01","https://nsearchives.nseindia.com/corporate/MOREPENLAB_26092025155258_Draft-SEintimation_TWC.pdf"
"GSFC","Gujarat State Fertilizers & Chemicals Limited","Trading Window","Gujarat State Fertilizers & Chemicals Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:53:05","2025-09-26 15:53:05","26-Sep-2025 15:53:06","00:00:01","https://nsearchives.nseindia.com/corporate/GSFC_26092025155255_tradingwindowclosure.pdf"
"SHARDAMOTR","Sharda Motor Industries Limited","Trading Window","Sharda Motor Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:53:00","2025-09-26 15:53:00","26-Sep-2025 15:53:00","00:00:00","https://nsearchives.nseindia.com/corporate/SHARDACHIRAG_26092025155249_Intimation_of_closure_of_trading_window.pdf"
"HINDALCO","Hindalco Industries Limited","Trading Window","Hindalco Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:52:46","2025-09-26 15:52:46","26-Sep-2025 15:52:47","00:00:01","https://nsearchives.nseindia.com/corporate/HINDALCOIND_26092025154954_BM_Intimation_26092025_signed.pdf"
"MRF","MRF Limited","Trading Window","MRF Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:52:30","2025-09-26 15:52:30","26-Sep-2025 15:52:31","00:00:01","https://nsearchives.nseindia.com/corporate/MRF_26092025155200_Tradingwindow.pdf"
"KEC","KEC International Limited","Trading Window","KEC International Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:52:28","2025-09-26 15:52:28","26-Sep-2025 15:52:30","00:00:02","https://nsearchives.nseindia.com/corporate/KEC_26092025155213_SETradingWindowClosure.pdf"
"MUKKA","Mukka Proteins Limited","Trading Window","Mukka Proteins Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015","26-Sep-2025 15:52:00","2025-09-26 15:52:00","26-Sep-2025 15:52:01","00:00:01","https://nsearchives.nseindia.com/corporate/MUKKA_26092025155146_Trading_Window_Closure_Intimation.pdf"
"INFY","Infosys Limited","Shareholders meeting","Infosys Limited has informed the Exchange regarding Notice of Postal Ballot","26-Sep-2025 15:51:46","2025-09-26 15:51:46","26-Sep-2025 15:51:46","00:00:00","https://nsearchives.nseindia.com/corporate/Infosys_26092025155016_SE_Filing_Postal_Ballot_Notice_26092025.pdf"
